 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv
f_min.final_model.000.15.det_cont.csv,0.378,0.702,0.604,0.253,0.415,0.333,0.242,0.085,0.510,0.104,0.510,0.673,0.408,0.705,0.448,0.077,0.565,0.165,0.234,0.210,0.315
f_min.final_model.000.16.det_cont.csv,0.231,0.188,0.411,0.500,0.426,0.792,0.362,0.145,0.519,0.318,0.267,0.435,0.164,0.283,0.564,0.458,0.088,0.424,0.174,0.540,0.106
f_min.final_model.000.17.det_cont.csv,0.000,0.000,0.000,0.117,0.015,0.206,0.030,0.095,0.045,0.185,0.000,0.026,0.000,0.000,0.056,0.288,0.000,0.167,0.044,0.288,0.000
f_min.final_model.000.18.det_cont.csv,0.019,0.000,0.000,0.303,0.047,0.070,0.113,0.500,0.015,0.426,0.031,0.000,0.070,0.000,0.027,0.188,0.032,0.333,0.268,0.000,0.167
f_min.final_model.000.19.det_cont.csv,0.048,0.024,0.025,0.324,0.097,0.100,0.157,0.528,0.052,0.413,0.040,0.011,0.014,0.000,0.060,0.257,0.000,0.371,0.277,0.000,0.087
f_min.final_model.000.20.det_cont.csv,0.121,0.078,0.176,0.590,0.279,0.450,0.429,0.404,0.270,0.630,0.116,0.216,0.059,0.099,0.338,0.673,0.014,0.610,0.323,0.393,0.088
f_min.final_model.000.21.det_cont.csv,0.286,0.220,0.255,0.365,0.288,0.188,0.500,0.438,0.232,0.375,0.375,0.215,0.326,0.155,0.206,0.267,0.208,0.273,0.651,0.136,0.465
f_min.final_model.000.22.det_cont.csv,0.085,0.062,0.222,0.258,0.255,0.460,0.269,0.065,0.347,0.213,0.105,0.267,0.074,0.143,0.327,0.431,0.017,0.306,0.097,0.829,0.034
f_min.final_model.000.23.det_cont.csv,0.061,0.035,0.104,0.500,0.203,0.373,0.308,0.441,0.197,0.632,0.038,0.145,0.027,0.037,0.243,0.559,0.000,0.613,0.261,0.297,0.082
f_min.final_model.000.24.det_cont.csv,0.213,0.172,0.161,0.328,0.186,0.129,0.358,0.565,0.143,0.379,0.278,0.139,0.280,0.111,0.129,0.254,0.175,0.359,0.609,0.061,0.404
f_min.final_model.000.25.det_cont.csv,0.192,0.127,0.149,0.516,0.210,0.200,0.305,0.638,0.167,0.545,0.175,0.115,0.095,0.103,0.167,0.333,0.043,0.533,0.411,0.071,0.145
f_min.final_model.000.26.det_cont.csv,0.000,0.000,0.015,0.371,0.065,0.210,0.133,0.388,0.062,0.551,0.000,0.054,0.000,0.000,0.119,0.316,0.000,0.407,0.167,0.138,0.069
f_min.final_model.000.27.det_cont.csv,0.472,0.543,0.619,0.250,0.467,0.316,0.236,0.115,0.545,0.086,0.413,0.444,0.333,0.500,0.500,0.056,0.370,0.153,0.207,0.179,0.240
f_min.final_model.000.28.det_cont.csv,0.158,0.120,0.125,0.400,0.162,0.173,0.286,0.620,0.125,0.435,0.182,0.096,0.159,0.082,0.114,0.257,0.118,0.433,0.431,0.053,0.230
f_min.final_model.000.29.det_cont.csv,0.291,0.618,0.458,0.212,0.333,0.274,0.194,0.075,0.365,0.080,0.431,0.524,0.322,0.585,0.388,0.069,0.446,0.135,0.205,0.135,0.250
