 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
finalmodel.000.10.det_cont.csv,0.418,0.543,0.260,0.232,0.524,0.145,0.490,0.227,0.651,0.216,0.000,0.077,0.436,0.210,0.095,0.549,0.446,0.029,0.000,0.025,0.224,0.183,0.259,0.145,0.104,0.129,0.045,0.591,0.092,0.443
finalmodel.000.11.det_cont.csv,0.177,0.320,0.074,0.255,0.475,0.000,0.478,0.056,0.467,0.425,0.000,0.000,0.233,0.186,0.000,0.542,0.188,0.000,0.031,0.000,0.027,0.222,0.086,0.000,0.169,0.072,0.000,0.444,0.099,0.456
finalmodel.000.12.det_cont.csv,0.574,0.418,0.678,0.333,0.291,0.219,0.290,0.467,0.258,0.045,0.113,0.203,0.410,0.491,0.419,0.229,0.467,0.099,0.279,0.324,0.589,0.322,0.250,0.516,0.328,0.483,0.351,0.222,0.364,0.173
finalmodel.000.13.det_cont.csv,0.161,0.121,0.117,0.033,0.018,0.667,0.081,0.293,0.102,0.000,0.474,0.561,0.141,0.030,0.154,0.043,0.293,0.625,0.066,0.100,0.288,0.000,0.476,0.266,0.000,0.058,0.164,0.032,0.055,0.038
finalmodel.000.14.det_cont.csv,0.339,0.440,0.388,0.522,0.327,0.180,0.423,0.367,0.333,0.189,0.016,0.092,0.702,0.434,0.171,0.290,0.344,0.043,0.108,0.135,0.361,0.532,0.278,0.313,0.415,0.231,0.109,0.246,0.292,0.203
finalmodel.000.15.det_cont.csv,0.283,0.522,0.152,0.333,0.537,0.111,0.674,0.176,0.591,0.326,0.000,0.015,0.418,0.254,0.026,0.529,0.356,0.029,0.045,0.025,0.174,0.273,0.218,0.103,0.217,0.130,0.000,0.468,0.139,0.450
finalmodel.000.16.det_cont.csv,0.490,0.610,0.279,0.362,0.595,0.119,0.478,0.333,0.500,0.213,0.000,0.083,0.510,0.296,0.118,0.451,0.407,0.015,0.015,0.068,0.242,0.294,0.212,0.155,0.190,0.194,0.048,0.444,0.182,0.339
finalmodel.000.17.det_cont.csv,0.266,0.345,0.118,0.180,0.457,0.014,0.333,0.120,0.345,0.354,0.000,0.000,0.224,0.182,0.024,0.577,0.235,0.000,0.000,0.036,0.090,0.156,0.092,0.034,0.116,0.139,0.000,0.587,0.117,0.596
finalmodel.000.18.det_cont.csv,0.185,0.111,0.400,0.388,0.125,0.045,0.180,0.212,0.061,0.151,0.070,0.062,0.238,0.542,0.356,0.099,0.081,0.077,0.489,0.439,0.286,0.489,0.000,0.387,0.659,0.444,0.327,0.078,0.608,0.087
finalmodel.000.19.det_cont.csv,0.133,0.034,0.093,0.000,0.000,0.525,0.016,0.246,0.017,0.000,0.576,0.538,0.062,0.066,0.183,0.000,0.203,0.743,0.130,0.159,0.220,0.000,0.349,0.222,0.016,0.113,0.200,0.000,0.106,0.000
finalmodel.000.20.det_cont.csv,0.066,0.000,0.118,0.014,0.000,0.138,0.000,0.077,0.000,0.000,0.275,0.197,0.000,0.068,0.217,0.000,0.024,0.298,0.233,0.387,0.076,0.014,0.044,0.125,0.069,0.188,0.159,0.000,0.211,0.034
finalmodel.000.21.det_cont.csv,0.000,0.000,0.022,0.000,0.000,0.076,0.000,0.013,0.000,0.033,0.170,0.129,0.000,0.000,0.038,0.039,0.000,0.183,0.029,0.169,0.000,0.000,0.062,0.024,0.028,0.026,0.014,0.029,0.037,0.100
finalmodel.000.22.det_cont.csv,0.159,0.100,0.101,0.016,0.017,0.467,0.079,0.267,0.065,0.000,0.390,0.444,0.088,0.061,0.152,0.028,0.310,0.535,0.082,0.068,0.262,0.000,0.400,0.262,0.015,0.072,0.161,0.032,0.068,0.037
finalmodel.000.23.det_cont.csv,0.419,0.266,0.500,0.215,0.104,0.373,0.153,0.596,0.174,0.000,0.161,0.270,0.348,0.349,0.444,0.099,0.444,0.227,0.266,0.292,0.769,0.246,0.418,0.644,0.254,0.391,0.429,0.096,0.292,0.089
finalmodel.000.24.det_cont.csv,0.140,0.234,0.068,0.400,0.417,0.000,0.429,0.097,0.289,0.485,0.000,0.000,0.294,0.265,0.015,0.347,0.115,0.000,0.074,0.029,0.062,0.349,0.038,0.028,0.298,0.100,0.000,0.295,0.207,0.271
finalmodel.000.25.det_cont.csv,0.370,0.340,0.275,0.161,0.132,0.426,0.190,0.510,0.241,0.000,0.115,0.222,0.339,0.145,0.185,0.154,0.453,0.196,0.047,0.082,0.472,0.155,0.561,0.339,0.094,0.136,0.158,0.119,0.068,0.135
finalmodel.000.26.det_cont.csv,0.220,0.250,0.229,0.658,0.261,0.083,0.314,0.230,0.182,0.302,0.037,0.067,0.460,0.438,0.136,0.217,0.172,0.048,0.121,0.116,0.206,0.548,0.127,0.191,0.478,0.197,0.103,0.185,0.283,0.171
finalmodel.000.27.det_cont.csv,0.418,0.479,0.353,0.302,0.362,0.315,0.377,0.558,0.315,0.127,0.069,0.186,0.646,0.293,0.174,0.274,0.558,0.127,0.014,0.064,0.464,0.291,0.447,0.318,0.194,0.197,0.111,0.273,0.169,0.222
finalmodel.000.28.det_cont.csv,0.258,0.203,0.314,0.568,0.255,0.109,0.281,0.266,0.164,0.292,0.127,0.111,0.317,0.596,0.246,0.215,0.209,0.092,0.291,0.258,0.323,0.543,0.097,0.299,0.542,0.362,0.250,0.186,0.431,0.173
finalmodel.000.29.det_cont.csv,0.276,0.396,0.143,0.354,0.579,0.031,0.468,0.132,0.523,0.415,0.000,0.000,0.339,0.268,0.027,0.531,0.283,0.000,0.015,0.013,0.083,0.288,0.103,0.025,0.207,0.136,0.000,0.435,0.145,0.448
